ISO code,Country and areas,Survey year,Year*,United Nations Region,United Nations Sub-Region,SDG Region,UNICEF Region,UNICEF Sub-Region,WHO Region,World Bank Income Classification,World Bank Region,LDC,LIFD,LLDC or SIDS,UNICEF Survey ID,WHO Global Database Number,Type of Estimate,WHZ Survey Sample (N),Severe Wasting,Severe Wasting Footnote,Wasting,Wasting Footnote,Overweight,Overweight Footnote,HAZ Survey Sample (N),Stunting,Stunting Footnote,WAZ Survey Sample (N),Underweight,Underweight Footnote,Fieldwork period,Report Author,Source,Short Source,U5 Population ('000s)
GTM,GUATEMALA,2021-22,2021,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,,8926,09820,Reported,5228.0,0.2,,0.8,,,,5204.0,46.0,,5222.0,14.4,,"May,2021-March,2022","SESAN, INE, INCAP",Informe de la Línea de Base de la Gran Cruzada Nacional por la Nutrición 2022,NNS,1927.358032
GIN,GUINEA,1994-95,1994,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,270,02008,Adjusted,3542.0,,,14.0,c,,,3542.0,35.3,c,3542.0,21.2,c,"January,1994-February,1995","Ministère du Plan et de la Coopération, Direction Nationale de la Statistique","Enquête intégrale sur les conditions de vie des ménages avec module budget et consommation (EIBC) 1994-95.  Ministère du Plan et de la Coopération, Direction Nationale de la Statistique. Conakry, République de Guinée, 1998.",Other,1306.223999
GIN,GUINEA,1999,1999,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,271,02138,Reanalyzed,4455.7,4.0,r,9.7,r,4.4,r,3022.8,31.1,r,3097.6,20.0,,"April,1999-August,1999",Direction Nationale de la Statistique/Guinée and Macro International,"Enquête démographique et de santé, Guinée 1999. Demographic and Health Surveys. Direction Nationale de la Statistique. Conakry , Guinée, 2000",DHS,1451.759033
GIN,GUINEA,2005,2005,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,273,02759,Reanalyzed,2982.3,4.2,,11.0,,5.2,,2847.7,39.3,,2902.8,22.7,,"February,2005-June,2005",Direction Nationale de la Statistique (DNS) (Guinée) et ORC Macro.,"Enquête démographique et de santé, Guinée 2005. Demographic and Health Surveys. Direction Nationale de la Statistique. Calverton, Maryland, U.S.A.: DNS et ORC Macro, 2006",DHS,1562.417969
GIN,GUINEA,2007-08,2007,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,274,02954,Reanalyzed,11733.4,2.4,r 35,7.2,r 35,6.4,r 35,7357.5,34.0,r 35,7428.3,16.4,35,"November,2007-January,2008","Ministère de l'Economie des Finances et du Plan, UNICEF, PAM and Direction Nationale de la Statistique. ","Enquête nationale sur l'état nutritionnel et le suivi des principaux indicateurs de survie de l'enfant. Rapport provisoire, Mai 2008",Other,1620.296021
GIN,GUINEA,2011-12,2012,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,275,03160,Reanalyzed,7982.1,1.1,s,5.1,s,3.0,s,7975.0,34.4,,7997.1,16.0,s,"December,2011-February,2012","Ministère de la Santé et de l'Hygiène Publique, Direction Nationale de la Santé Familiale et de la Nutrition, Division de l'Alimentation et de la Nutrition","Enquête nationale nutrition-santé, basée sur la méthodologie SMART, 2011-12. Rapport final. Conakry, Republique de Guinée, 2012",SMART,1814.169922
GIN,GUINEA,2012,2012,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,856,03194,Reanalyzed,3584.0,4.1,,10.0,,3.8,,3633.3,31.1,,3674.0,18.8,,"June,2012-October,2012",Institut National de la Statistique (INS); ICF International. 2013,"L’Enquête Démographique et de Santé et à Indicateurs Multiples en Guinée de 2012 : Rapport de synthèse. Calverton, Maryland, USA : INS et ICF International",DHS,1814.169922
GIN,GUINEA,2016,2016,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,1701,03336,Reanalyzed,7053.1,2.9,,8.1,,4.0,,7080.4,32.4,,7138.3,18.3,,"August,2016-November,2016",Institut National de la Statistique,"Enquête par grappes à indicateurs multiples (MICS, 2016), Rapport final, Conakry, Guinée. 2017",MICS,1951.456055
GIN,GUINEA,2018,2018,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,2672,03393,Reanalyzed,3931.9,3.6,,9.2,,5.6,,3975.4,30.3,,4035.0,16.3,,"August,2018-November,2018",Institut National de la Statistique/INS et ICF,"Enquête Démographique et de Santé en Guinée 2018. Conakry, Guinée, et Rockville, Maryland, USA : INS et ICF",DHS,2018.973022
GNB,GUINEA-BISSAU,2000,2000,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),277,02358,Reanalyzed,5440.6,4.8,,11.8,,5.0,,4407.4,33.8,,4497.3,19.8,,"April,2000-May,2000",Government of Guinea-Bissau and UNICEF (Guinea-Bissau).,"Multiple indicator cluster survey Guinea-Bissau, 2000 (MICS). Bissau, Guinea-Bissau: General Direction of Planning, National Institute of Statistics and Census and UNICEF, 2000",MICS,214.0839996
GNB,GUINEA-BISSAU,2010,2010,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),280,03216,Reanalyzed,12382.8,1.0,s,5.9,s,2.8,s,12143.6,32.0,,12212.9,18.0,s,"March,2010-July,2010","Ministério da Economia, do Plano e Integraçao Regional - Direcçao Geral do Plano, Instituto Nacional de Estatistica.","Inquérito aos indicadores múltiplos (MICS), inquérito demográfico de saúde reprodutiva - Guiné-Bissau, 2010: Relatório final. Bissau, Guiné-Bissau, 2011.",MICS,264.8580017
GNB,GUINEA-BISSAU,2012,2012,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),831,03470,Reanalyzed,5287.3,0.9,s,6.2,s,1.9,s,5275.8,26.4,,5282.4,17.0,s,"November,2012-December,2012","Le Ministère de la Santé Publique et de la Solidarité Sociale, UNICEF, PAM, OMS, Plan Guinée-Bissau, Coopération Espagnole, INE et INASA","Deuxieme Enquete Nationale Sur L’etat Nutritionnel Des Enfants De Moins De 5 Ans Et Des Femmes En Age De Procreer  (15 A 49 Ans) En Republique De Guinee-Bissau, Novembre-Decembre 2012",SMART,274.0859985
GNB,GUINEA-BISSAU,2014,2014,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),281,03257,Reanalyzed,7514.7,1.4,,6.0,,2.3,,7446.4,27.6,,7459.9,17.0,,"March,2014-July,2014","Ministério da Economia e Finanças, Direcção Geral do Plano/Instituto Nacional de Estatística","Inquérito aos Indicadores Múltiplos (MICS5) 2014, Relatório Final. Bissau, Guiné-Bissau: Ministério da Economia e Finanças e Direcção Geral do Plano/ Instituto Nacional de Estatística (INE)",MICS,283.7160034
GNB,GUINEA-BISSAU,2018-19,2019,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),4260,03471,Reanalyzed,7410.2,1.0,,5.1,,2.6,,7369.3,27.7,,7415.6,16.3,,"November,2018-March,2019","Ministério da Economia e Finanças, Direcção Geral do Plano/Instituto Nacional de Estatística (INE)","Inquérito aos Indicadores Múltiplos (MICS5) 2018-2019, Relatório Final. Bissau, Guiné-Bissau: Ministério da Economia e Finanças e Direcção Geral do Plano/ Instituto Nacional de Estatística (INE).",MICS,293.3720093
GNB,GUINEA-BISSAU,2019,2019,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),4165,03472,Reanalyzed,6243.3,1.5,rs,7.8,rs,2.2,rs,6257.4,28.1,r,6284.8,18.8,s,"August,2019-October,2019",Gouvernement de la Guinée Bissau et UNICEF.,"Enquête nutritionnel SMART. Evaluation de la situation nutritionnelle en Guinée Bissau, 2019",SMART,293.3720093
GUY,GUYANA,1993,1993,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),282,01573,Reanalyzed,16425.0,0.9,,6.7,,2.1,,16260.0,14.7,,16246.0,13.2,,"January,1993-July,1993",Guyana Bureau of Statistics.,Guyana 1993 Living Standards Measurement Survey,LSMS,99.09400177
GUY,GUYANA,1996-97,1997,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),283,02231,Adjusted,289.0,,,13.3,c,1.9,c,289.0,14.0,c,289.0,10.3,c,"January,1996-December,1997",Ministry of Health (Guyana) and Caribbean Food and Nutrition Institute (PAHO/CFNI).,"Micronutrient study report - Guyana survey - Vitamin A, beta-carotene, iron and iodine status. PAHO/CFNI/97.J5. Kingston, Jamaica, 1997",Other,101.3720016
GUY,GUYANA,2000,2000,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),284,02624,Reanalyzed,2474.6,4.3,,12.1,,5.5,,2531.2,13.9,,2562.4,11.9,,"August,2000-October,2000",Bureau of Statistics [Guyana] and UNICEF.,"Guyana multiple indicator cluster survey (MICS). Georgetown, Guyana, 2001",MICS,98.33899689
GUY,GUYANA,2006-07,2006,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),285,02887,Reanalyzed,2110.0,2.6,,8.3,,6.8,,2147.5,17.9,,2266.9,10.8,,"March,2006-January,2007",Bureau of Statistics and UNICEF.,"Guyana multiple indicator cluster survey 2006, final report. Georgetown, Guyana: Bureau of Statistics and UNICEF, 2008",MICS,84.92700195
GUY,GUYANA,2009,2009,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),286,03119,Reanalyzed,1563.5,1.2,,5.5,,6.7,,1597.0,19.3,,1655.8,11.0,,"March,2009-July,2009","Ministry of Health (MOH), Bureau of Statistics (BOS), and ICF Macro.","Guyana demographic and health survey 2009. Demographic and Health Surveys. Georgetown, Guyana: MOH, BOS, and ICF Macro, 2010",DHS,79.9940033
GUY,GUYANA,2014,2014,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),287,03258,Reanalyzed,3041.3,1.7,,6.4,,5.3,,3060.6,11.3,,3133.7,8.2,,"April,2014-July,2014","Bureau of Statistics, Ministry of Health and UNICEF.","Guyana Multiple Indicator Cluster Survey 2014, Final Report. Georgetown, Guyana: Bureau of Statistics, Ministry of Public Health and UNICEF",MICS,77.23699951
GUY,GUYANA,2019,2019,Latin America and the Caribbean,South America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,Small island developing States (SIDS),2600,05059,Reanalyzed,2611.5,1.9,,6.5,,6.5,,2610.1,9.5,,2656.8,9.4,,"June,2019-December,2019",Government of Guyana and UNICEF,"Guyana Multiple Indicator Cluster Survey 2019-2020, Survey Findings  Report. Georgetown, Guyana: UNICEF",MICS,78.75700378
HTI,HAITI,1990,1990,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),288,01544,Adjusted,1843.0,,,5.9,c,,,1843.0,40.1,c,1843.0,23.7,c,"September,1990-September,1990",Ministry of Public Health and Population.,"Haiti's nutrition situation in 1990: A report based on anthropometric data of the 1990 nutrition surveys. Port-au-Prince, Haiti, 1993",NNS,1125.921021
HTI,HAITI,1994-95,1994,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),289,01547,Reanalyzed,2849.1,3.0,,9.3,,4.3,,2865.6,37.1,,2914.3,23.8,,"June,1994-January,1995","Cayemittes M, Rival A, Barrère B, Lerebours G, Gédéon MA.","Enquête mortalité, morbidité et utlisation des services (EMMUS-II) Haiti 1994/95. Demographic and Health Surveys. Pétionville, Haiti, 1995",DHS,1164.649048
HTI,HAITI,2000,2000,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),290,02276,Reanalyzed,6258.1,1.5,,5.5,,3.1,,6221.7,28.8,,6262.7,13.9,,"February,2000-July,2000","Cayemittes M, Placide MF, Barrère B, Mariko S, Sévère B.","Enquête mortalité, morbidité et utilisation des services, Haiti 2000. Demographic and Health Surveys. Calverton, Maryland: Ministère de la Santé Publique et de la Population, Institut Haitien de l'Enfance et ORC Macro, 2001",DHS,1191.291992
HTI,HAITI,2005-06,2006,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),291,02792,Reanalyzed,2870.3,3.3,,10.2,,3.9,,2885.3,29.6,,2904.7,18.9,,"October,2005-May,2006","Cayemittes M, Placide MF, Mariko S, Barrère B, Sévère B, Canez A.","Enquête mortalité, morbidité et utilisation des services, Haïti, 2005-2006. DHS. Calverton, Maryland, USA: Ministère de la Santé Publique et de la Population, Institut Haïtien de l'Enfance et Macro International Inc., 2007",DHS,1213.832031
HTI,HAITI,2012,2012,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),1582,05075,Reported,,1.0,q,4.1,q,,,,23.4,,,10.6,,"March,2012-March,2012",Ministère de la Santé Publique et de la Population; UNICEF; WFP,"Rapport de l'Enquete Nutritionnelle Nationale avec la Methodologie SMART, Haiti 2012",SMART,1240.262939
HTI,HAITI,2012,2012,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),292,03163,Reanalyzed,4537.6,1.3,,5.1,,3.6,,4565.2,22.0,,4591.1,11.6,,"January,2012-June,2012","Cayemittes M, Busangu MF, Bizimana J, Barrère B, Sévère B, Cayemittes V, Emmanuel C.","Enquête mortalité, morbidité et utilisation des services, Haïti, 2012. Demographic and Health Surveys. Calverton, Maryland, USA : MSPP, IHE et ICF International, 2012",DHS,1240.262939
HTI,HAITI,2016-17,2017,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Small island developing States (SIDS),1525,03363,Reanalyzed,6589.1,0.8,,3.7,,3.4,,6617.9,21.9,,6645.9,9.5,,"October,2016-April,2017",Institut Haïtien de l’Enfance (IHE) et ICF,"Enquête Mortalité, Morbidité et Utilisation des Services (EMMUS-VI 2016-2017) Pétion-Ville, Haïti, et Rockville, Maryland, USA : IHE et ICF",DHS,1262.037964
HND,HONDURAS,1987,1987,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,,293,00457,Adjusted,3244.0,,,2.3,c,2.7,c,3244.0,43.3,c,3244.0,18.1,c,,"Barahona F, Soto RJ, Tronconi E, Maradiaga A, O'Connor G, Corrales G.","Encuesta nacional de nutricion, Honduras, 1987. Cuadros de frequencias por regiones de salud y nacionales. Ministerio de Salud Publica. Tegucigalpa, Republica de Honduras, 1988",NNS,824.2860107
HND,HONDURAS,1991-92,1991,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,,294,01325,Reanalyzed,5470.0,0.5,r,2.4,r,3.0,r,5454.0,42.7,r,5485.0,15.0,,"September,1991-April,1992",Ministerio de Salud Publica.,"Encuesta nacional de epidemiologia y salud familiar (ENESF), 1991/92. Tegucigalpa, Republica de Honduras, 1993",RHS,885.3790283
HND,HONDURAS,1993-94,1994,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,,295,01614,Adjusted,1875.0,,,2.7,c,,,1875.0,45.7,c,1875.0,16.1,c,"January,1993-December,1994","República de Honduras, Secretaria de Planificación, Coordinación y Presupuesto","National survey of socio-economic indicators 1993/94. Tegucigalpa, Republica de Honduras, 1996",Other,944.1650391
HND,HONDURAS,1996,1996,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,,296,01917,Reanalyzed,1451.4,0.3,b,1.5,b,2.4,w 9,1448.1,43.3,pw 9,,18.2,b,"July,1996-October,1996",Ministry of Health.,"National micronutrient survey Honduras 1996. Tegucigalpa, Republic of Honduras, 1997",Other,983.1279907
HND,HONDURAS,2001,2001,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,,297,02365,Reanalyzed,5629.0,0.2,,1.3,,3.0,,5637.0,35.5,,5663.0,12.8,,"February,2001-August,2001","Secretaria de Salud, Asociacion Hondurena de Planificacion de Familia, USAID, CDC.","Honduras encuesta nacional de epidemiologia y salud familiar ENESF-2001. Tegucigalpa, Honduras, 2002",RHS,1064.52002
HND,HONDURAS,2005-06,2006,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,,298,02770,Reanalyzed,9640.7,0.3,,1.4,,5.8,,9670.9,29.8,,9733.3,8.7,,"October,2005-May,2006","Secretaría de Salud [Honduras], Instituto Nacional de Estadística (INE) y Macro International.","Encuesta nacional de salud y demografía 2005-2006. Demographic and Health Surveys. Tegucigalpa, Honduras: SS, INE y Macro International, 2006",DHS,1085.005981
HND,HONDURAS,2011-12,2012,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,,299,03165,Reanalyzed,10195.2,0.3,,1.4,,5.2,,10193.0,22.6,,10253.6,7.1,,"September,2011-July,2012","Secretaría de Salud [Honduras], Instituto Nacional de Estadística (INE) e ICF International.","Encuesta nacional de salud y demografía 2011-2012. Demographic and Health Surveys. Tegucigalpa, Honduras: SS, INE e ICF International, 2013",DHS,1053.213989
HND,HONDURAS,2019,2019,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Lower Middle Income,Latin America & Caribbean,,,,2550,05092,Reanalyzed,8081.7,0.5,,1.9,,4.5,,8171.4,18.7,,8185.2,7.1,,"June,2019-December,2019",Instituto Nacional de Estadística (INE),Encuesta Nacional de Demografía y Salud/ Encuesta de Indicadores Múltiples por Conglomerados. Honduras 2019. Tegucigalpa.,MICS,1046.438965
IND,INDIA,1988-90,1989,Asia,Southern Asia,Central Asia and Southern Asia,SA,SA,SEARO,Lower Middle Income,South Asia,,,,300,00405,Adjusted,13548.0,,,20.3,cd 16,,,13548.0,62.7,cd 16,13548.0,55.5,cd 16,"January,1988-December,1990",National Institute of Nutrition.,"National Nutrition Monitoring Bureau, 1988-90 (8 States pooled data). Hyderabad, India; 1993",Other,121595.0938
